Name,Model,Description,URL
Vic Firth American Custom Keyboard - Soft Head - Round,MODEL: M1,"Vic Firth M1 American Custom Keyboard Mallets feature a soft sound head for soft playing. Vic Firth M1 mallets are 16"" long.

The Vic Firth M1 American Custom Keyboard Mallets are designed to address a range of instruments and all dynamic levels. This yarn model features a 3-ply nylon yarn that is virtually indestructible yet provides excellent cushioning for a softer sound.

With birch shafts for rigidity and consistency, they are favored by players who perfer extra reach without the added flexibility of rattan.",https://www.steveweissmusic.com/products/vic-firth-m1-keyboard-mallets
Salyers Marching Arts Birch Marimba Mallets - Hard,N/A,"The Salyers Percussion MAM40 hard yarn mallet works great on the upper half of the marimba. The tone is full and clear and will project nicely.

The Salyers Percussion Marching Arts Collection is designed to deliver optimum tone and performance for the Marching Arts activities. The marimba and vibraphone models are wrapped with extra durable yarn and cord to withstand the extra demands of front ensemble playing. All models are designed with extra weight to help achieve the maximum tone projection from the instruments. The unwound models feature 1.25″ brass weighted heads for maximum projection of tone.",https://www.steveweissmusic.com/products/salyers-marching-arts-birch-marimba-mallets-hard
Malletech Marta Klimasara Series MK11,MODEL: MK11,"The Malletech Marta Klimasara Series MK11 feature a bronze weight that is embedded inside the round, plastic core. All of the mallets are heavy and suitable for traditional grip players and Stevens technique players who have well-developed hands. They are wound with a very fine wool/synthetic blend, producing an unusually warm, but nuanced range of sounds.

Handle: Birch
Core Type: 1 1/8″ plastic ball
Layers: plus rubber and moleskin
Yarn: wool blend
ideal repertoire - Klatzow - Dances 1; Burritt - Fermo; Miki - Time",https://www.steveweissmusic.com/products/malletech-marta-klimasara-mk11
Salyers Jeff Moore JM103 Marimba Mallet - Medium Hard,N/A,"The Salyers Jeff Moore JM103 Medium Hard Marimba Mallet features a large weighted core on a birch shaft wrapped in a very durable nylon. This mallet is a great all purpose mallet in that it functions in both delicate and aggressive pieces with control and response. All models work equally well on the concert stage as on the marching field.

Handle – Birch
Hardness – Medium Hard",https://www.steveweissmusic.com/products/salyers-jeff-moore-marimba-mallet-medium-hard
Malletech Marta Klimasara Series MK6,N/A,"The Malletech Marta Klimasara Series MK6 features a bronze weight that is embedded inside the round, plastic core. All of the mallets are heavy and suitable for traditional grip players and Stevens technique players who have well-developed hands. They are wound with a very fine wool/synthetic blend, producing an unusually warm, but nuanced range of sounds.

Handle: Birch
Core Type: 1 1/8″ plastic ball
Layers: plus rubber and moleskin
Yarn: wool blend
ideal repertoire - Abe Memories; Miki Marimba Spiritual 1; Bach Suites - Sarabandes",https://www.steveweissmusic.com/products/malletech-marta-klimasara-mk6
Marimba One Ivana Bilic IBB4 Medium Hard Birch Mallets,N/A,"Rating
Posted by
Alex
Date Posted
04/25/2011

As mentioned in the Marimba One's description, the IBB4 is indeed quite heavy, especially for a mallet that built for chorales and extending rolling sections. It is labeled as being harder than the IBB3, which I would disagree with-- they are of very similar hardness, only differing in that the IBB4, possessing a larger, more massive head, sounds softer in the top two octaves, and the IBB3, having a smaller head, sounds a little harder in the bottom bars. They are indeed quite bouncy, which helps manipulate them in spite of their weight. I would tend not to use them in the right hand, except for soft pieces (note, however: being tightly wound, they are not ideal for rolling). Overall, they produce an exceptionally powerful, fundamentally-rich tone without being too soft. They can be articulate, especially in the bottom two octaves, without sacrificing sound quality, and are the polar opposite of a brittle mallet.",https://www.steveweissmusic.com/products/marimba-one-ivana-bilic-ibb4
Promark Andrew Markworth Medium-Hard Marimba Mallets - Birch,MODEL: AM3,"The Promark Andrew Markworth Medium-Hard Marimba Mallets come on a Birch handle. These mallets were designed with the needs of the performer in mind. They are the perfect blend of durability, feel, projection, and tone. From marching band to indoor percussion, these mallets are the perfect fit for your front ensemble.

Hardness - Medium hard
Birch Handles",https://www.steveweissmusic.com/products/promark-andrew-markworth-medium-hard-marimba-birch
Marimba One Conrado Moya Birch Marimba Mallets - Hard,N/A,"The Marimba One Conrado Moya Hard Birch Mallets deliver a clear fundamental and precise articulation. Each mallet features a heavy weighted core with tight tensioned yarn. The Moya mallets they achieve clear articulation with a very warm texture, even with the hardest mallets. Designed specifically played with big orchestras, choirs, and percussion ensembles they are also delicate enough to be used in the most intimate chamber music and solo works.",https://www.steveweissmusic.com/products/marimba-one-conrado-moya-hard
Innovative Weichen Lin Marimba Mallets Rattan - Soft,MODEL: WL2,"The Innovative Weichen Lin Soft Marimba Mallets function perfectly on the bass notes on the instrument allowing you to achieve clear fundamentals and smooth rolls. The blended yarn creates an incredibly versatile mallet, capable of lush Bach chorales as well as more contemporary articulate passages. Built on rattan shafts, the rubber cores provide a strong fundamental tone with very little contact sound.

-16 3/4"" Total Length",https://www.steveweissmusic.com/products/innovative-wei-chen-lin-soft-marimba
Encore Adam Tan Series Marimba Mallets with Birch Handles - Soft,N/A,"The Encore Adam Tan Series Marimba Mallets offer a medium weight feel designed for concert solo performances, bringing out the warmth and fundamentals of your marimba sound. The AT Series is comfortable in the hands and plays easily, ideal for all levels and styles of marimba performance.

The mallets feature a latex-wrapped, thick, rubber disk core covered in all natural North American Alpaca wool. The series is also slightly two-toned and extremely versatile in all applications.

AT5 (Soft, Oxford Blue) – For warm and slightly articulate sound in the lower registers of the marimba. Works well in the bottom of a graduated set. Great for solo situations that require warm, room-filling bass and lower end melodic lines, such as warm chorales.",https://www.steveweissmusic.com/products/encore-adam-tan-marimba-mallet-birch-soft
Vic Firth Theodor Milkov Medium Soft Marimba Mallets,MODEL: M282,"The Vic Firth Theodor Milkov Medium Soft Marimba Mallets are an ideal choice when a dark fundamental is required while still delivering articulation.

Length: 17''
Head material/color: Mohair Yarn/Black
Handle Material: Hickory",https://www.steveweissmusic.com/products/vic-firth-theodor-milkov-marimba-medium-soft
Promark EG1 Evelyn Glennie Soft Birch Keyboard Mallets,MODEL: EG1,"Evelyn Glennie, O.B.E., is a Grammy Award-winning, internationally respected solo percussionist. She has performed with most of the world's famous symphony orchestras.
This mallet is designed for marimba or vibraphone. Cord wrapped, birch shaft.

Length: 16 1/2""",https://www.steveweissmusic.com/products/promark-eg1-evelyn-glennie-mallets
Malletech Michael Burritt Ensemble Series Marimba Mallets - Soft MBE3,N/A,"Malletech Michael Burritt Ensemble Series Soft Marimba Mallets offer rich, dark bass mallet tonalities that provides clarity. Perfect for low to mid range of the instrument.

Being one of the softer mallets of the series, these offer rich, dark, and round lows while still being remarkably focused and clear. The birch handles and weighting of the mallets have a nice ‘throw’ that allows you to play though the bar with ease, resulting in a bigger sound with less effort.

The Michael Burritt Ensemble Series is an incredibly versatile series designed to excel in musical settings ranging from solo, to chamber, and ensembles of all sizes. The mallets deliver a warm, woody tone that is robust and round while still providing the strong articulation required to cut through the ensemble.

Synthetic Yarn
Soft Hardness
Birch Shafts
Oval Shaped Mallet Head",https://www.steveweissmusic.com/products/malletech-michael-burritt-ensemble-marimba-mallet-soft
Malletech Concerto Series CN28Z Soft to Hard Birch Marimba Mallets,MODEL: CN28Z,"Two-Toned. The CN28Z is a very versatile, very durable mallet designed for contemporary music that has sharp dynamic and timbre contrasts, and high volume requirements. Excellent as a multi-percussion mallet for cymbals, small gongs and light drum work.

The six models that comprise the Concerto Series have been designed specifically for those players looking for a heavy mallet with a big sound that will project through a large ensemble, but do not want the contact noise that is usually associated with this type of mallet. Compared to standard traditional mallets of similar hardness, the player will immediately notice proportionally more fundamental tone and greater volume. While many synthetic yarns suffer from high-pitched “tick”, this yarn is very quiet on the attack, while exceeding the durability and abrasion resistance of nylon.",https://www.steveweissmusic.com/products/malletech-cn28z-two-toned-birch-marimba-mallets
Malletech Concerto Series CN26 Extra Hard Marimba Mallets - Birch,MODEL: CN26,"The Malletech CN26 is the Extra Hard Marimba Mallet from the Concerto Series. This mallet projects and has the sharp attack of an unwrapped mallet, but at the same time it has the warmth and tone of a wrapped mallet.

Birch Handles",https://www.steveweissmusic.com/products/malletech-cn26-hard-birch-marimba-mallets
Malletech Concerto Series CN14R Medium Soft to Hard Rattan Marimba Mallets,MODEL: CN14R,This is The Malletech CN14R Marimba Mallet from the Concerto Series. This rattan handle mallet is a medium soft to Hard mallet. The CN14R is the most general use of this series and will function perfectly in a multitude of performance situations.,https://www.steveweissmusic.com/products/malletech-concerto-series-cn14r-medium-soft-to-hard-marimba-mallets
Innovative Rattan Series RS50 Very Hard Marimba/Vibraphone Mallets,MODEL: RS50,"This Innovative Rattan Series Hard Marimba/Vibraphone Mallet is designed for the percussion ensemble or contemporary mallet player. A tightly yarn wrapped graduated rubber core allows this mallet to function on mallet instruments as well as other accessory percussion.
- Matched Rattan Handles",https://www.steveweissmusic.com/products/innovative-rattan-series-rs50
Encore NZ5R Nancy Zeltsman Medium Soft Rattan Marimba Mallets,N/A,"The Encore NZ5R Nancy Zeltsman ""Medium Soft"" mallets are a nice, articulate bass mallet. They produce a very warm sound that can also be used in soft graduated sets in the ""tenor"" position. Rattan Handles.

One unique characteristic of my line is that the oval-shape of the mallet head is horizontal rather than vertical. I imagine (and maybe it's true) that the width of the mallet activates more of the vertical grains of wood in every bar-thus contributing to a richer tone. Everything about the construction of my line of mallets-from the cores, to the latex, to the type of yarn-is aimed at helping you to produce a fundamental-rich tone.

- Nancy Zeltsman

Hardness - Medium Soft
Handles - Rattan",https://www.steveweissmusic.com/products/encore-nancy-zeltsman-nz5r-mallets
"Salyers Marching Arts Rattan Mallets - 1.25"" Rubber-Like",N/A,"The Salyers Percussion MAX10 unwound mallet works well on marimba, xylophone or vibraphone. The rubber-like head blends well within an ensemble. The weight of the mallet helps project plenty of tone. The rattan shafts are matched by both diameter and flex.

The Salyers Percussion Marching Arts Collection is designed to deliver optimum tone and performance for the Marching Arts activities. The marimba and vibraphone models are wrapped with extra durable yarn and cord to withstand the extra demands of front ensemble playing. All models are designed with extra weight to help achieve the maximum tone projection from the instruments. The unwound models feature 1.25″ brass weighted heads for maximum projection of tone.",https://www.steveweissmusic.com/products/salyers-marching-arts-rattan-mallets-rubber-like
Promark SPYR Soft Rubber Marimba Mallets,MODEL: SU1R,"The Promark SPYR Soft Rubber Marimba Mallets deliver full articulate tones especially in the lower register. The soft rubber is designed to not damage the wood marimba bars. Common with most mallets in the SPYR series they can function in multiple applications. The Rattan handles offer a perfect amount of flexibility allowing the player archive a full range of dynamics. These are broad based application mallets that perform well in indoor, outdoor marching and percussion ensembles.

The SPYR mallet series is designed to deliver durable consistent mallets that perform at all dynamic ranges. Perfect for high school or college level students.

Ideal for intricate passages on vibraphone
1 1/4"" oval core with a 5g internal weight wrapped in cord
Length: 15 3/8""",https://www.steveweissmusic.com/products/promark-spyr-marimba-rubber-soft
Innovative Weichen Lin Marimba Mallets Rattan - Medium Hard,MODEL: WL5,"The Innovative Weichen Lin Medium Hard Marimba Mallets function perfectly across the entire instrument allowing you to achieve clear fundamentals with a faster attack. The blended yarn creates an incredibly versatile mallet, capable of lush Bach chorales as well as more contemporary articulate passages. Built on rattan shafts, the rubber cores provide a strong fundamental tone with very little contact sound.

-16 3/4"" Total Length",https://www.steveweissmusic.com/products/innovative-wei-chen-lin-marimba-medium-hard
Innovative Pius Cheung PIUS6 Very Hard Marimba Mallets,MODEL: PIUS6,"The Innovative Percussion Pius Cheung Series Marimba Mallets features six models with rubber cores of varying hardness. Constructed on rattan handles, each model is wrapped with a very unique alpaca-blend yarn that allows the player to produce a tone of gold at extreme dynamic ranges from the utmost silky pianissimo to peasante fortissimo with minimal effort.

The PIUS6 is a very hard mallet that allows the player to cut through an orchestra/ensemble when needed.",https://www.steveweissmusic.com/products/innovative-pius-cheung-pius6-very-hard-marimba-mallets
Innovative Artisan Series - Soft Marimba Mallet - Cedar,MODEL: IP5001,"The Innovative Artisan Series Soft Marimba Mallet delivers a full-bodied tone with a soft attack. These mallets functions well on the lower register of the marimba.

Soft graduated rubber core
Cedar handles",https://www.steveweissmusic.com/products/innovative-artisan-series-soft-marimba-mallet-cedar
Encore Kana Omori Signature Medium Soft Marimba Mallets - Birch,N/A,This Encore Kana Omori signature mallet features a Medium Soft – Heavily weighted Latex wrapped rubber disk covered with wool yarn – Birch Handles,https://www.steveweissmusic.com/products/encore-kana-omori-signature-medium-soft-marimba-mallets-birch
Encore 34YR Yarn Wound Series Medium Softer Rattan Mallets,N/A,"Introduced in 1982, the Yarn Series mallets were the first latex-wrapped core mallets in history, and have since remained staple implements of percussionists the world over. These are the mallets that set Encore Mallets, Inc. apart from the rest of the industry. Their full, rich, and round sound of maximum fundamental and minimum attack is achieved through the skillful combination of hand-wrapped latex and durable 100% sport wool yarn. For that classic Encore sound, the YR Series is place to start and stay. Medium softer, with rattan shafts.",https://www.steveweissmusic.com/products/encore-34yr-mallets
Marimba One Lynn Vartan LVR3 Medium Rattan Marimba Mallets,N/A,"The Marimba One Lynn Vartan LVR3 Medium Rattan Marimba Mallet features a medium round head and is medium weight. Designed for warmth and articulation, this mallet becomes your ""go to"" mallet for any repertoire or venue. Rattan handles.

The Marimba One Lynn Vartan series mallets are ""just right"" for any grip, any piece, any ensemble, or any venue. The incredibly durable and warm-sounding yarns give clarity, articulation and depth. This versatile series covers your needs from the combo vibe/marimba mallets at the hard end of the range down to the super warm and rich soft mallet. You're sure to find your ""just right"" fit in this line to add to your quiver!",https://www.steveweissmusic.com/products/marimba-one-lynn-vartan-lvr3-medium-rattan-marimba-mallets
Innovative Eriko Daimo Series Hard Marimba/Vibraphone Mallets - Cord Wrapped,MODEL: ERIKO8,"This Innovative Eriko Daimo Series Marimba / Vibraphone Mallet features a tightly wrapped rubber core with a durable synthetic cord. This model is intended for precise articulate playing.

Handles - rattan
Hardness- Hard
Length 16.625""
White tape indicator on handle",https://www.steveweissmusic.com/products/innovative-erik-daimo-hard-cord
Encore Adam Tan Series Marimba Mallets with Birch Handles - Hard,N/A,"The Encore Adam Tan Series Marimba Mallets offer a medium weight feel designed for concert solo performances, bringing out the warmth and fundamentals of your marimba sound. The AT Series is comfortable in the hands and plays easily, ideal for all levels and styles of marimba performance.

The mallets feature a latex-wrapped, thick, rubber disk core covered in all natural North American Alpaca wool. The series is also slightly two-toned and extremely versatile in all applications.

AT1 (Hard, Pink) – For very articulate and bright projecting sound in a marimba’s higher registers. Great for cutting above large ensembles or playing in a washed-out space.",https://www.steveweissmusic.com/products/encore-adam-tan-marimba-mallet-birch-hard
Salyers Performance Collection Rattan Mallets - Hard Rubber,N/A,"The Salyers Percussion PCX43 hard rubber mallet works well on marimba or xylophone and works great for woodblocks. The rattan shafts are matched in diameter and flex.

The Performance Collection unwound mallets are designed to offer a comprehensive selection of sonic possibilities to the advanced percussionist. Head sizes available are 1″, 1.125″ and 1.25″. The rattan size sets this series apart from any other series available. The trend of using very thick rattan on unwound mallets results in a stiff shaft that does not allow the natural flex of rattan to help get the best sound from the keys. We use a rattan size that feels good yet flexes just enough to help you get the best sound possible from your instruments.",https://www.steveweissmusic.com/products/salyers-pcx43-performance-rattan-mallets-hard-rubber
Encore NZ8B Nancy Zeltsman Boomer Bass Birch Marimba Mallets,N/A,"The Encore NZ8B Nancy Zeltsman ""Boomer Bass"" is a specialty bass mallet with very little attack for specific situations when you want that transporting, ""dark chocolate"" sound! Birch Handles.

One unique characteristic of my line is that the oval-shape of the mallet head is horizontal rather than vertical. I imagine (and maybe it's true) that the width of the mallet activates more of the vertical grains of wood in every bar-thus contributing to a richer tone. Everything about the construction of my line of mallets-from the cores, to the latex, to the type of yarn-is aimed at helping you to produce a fundamental-rich tone.

- Nancy Zeltsman

Hardness - Very Soft
Handles - Birch",https://www.steveweissmusic.com/products/encore-nancy-zeltsman-nz8b-mallets
Encore Kana Omori Signature Medium Hard Marimba Mallets - Birch,N/A,This Encore Kana Omori signature mallet features a Medium Hard – Heavily weighted Latex wrapped rubber disk covered with wool yarn – Birch Handles,https://www.steveweissmusic.com/products/encore-kana-omori-signature-medium-hard-marimba-mallets-birch
Encore 13ALR Latex Wrapped Medium Rattan Mallets,N/A,"Based on the traditional marimba mallets of Mexico and Central America, the Latex Wrapped Series mallets clearly articulate the fundamental pitch of marimba bars. These mallets are offered in five degrees of hardness, and they provide unique color options for marimba as wells as auxiliary percussion. Medium, with rattan shafts.",https://www.steveweissmusic.com/products/encore-13alr-mallets
Yamaha Educational Series Medium Hard Marimba Mallets,MODEL: ME-202,"The Yamaha ME202 Medium Marimba Mallets feature Yarn wound core and are ideal for Marimba applications. The Educational Series is designed to deliver a weight and balance the is ideal for students.

Handles - FRP (Fiber Reinforced Plastic)
Length - 15.15""",https://www.steveweissmusic.com/products/yamaha-marimba-mallet-medium-hard
Yamaha Keiko Abe Signature Birch Keyboard Mallets Hard,MODEL: MKAW-03,"The MKAW03 is the Hard Mallet in the Yamaha Keiko Abe Mallet series. Extra weight has been added to the core. To keep the mallet well balanced the Birch Shaft was shortened to 400mm. Good quality yarn is used as a finishing wrap.

The MKAW03 will be suited for solo two mallet performances. Perfect for faster more intricate passages that utilize the marimba's upper octaves.",https://www.steveweissmusic.com/products/yamaha-keiko-abe-signature-birch-keyboard-mallets-hard
Schlagkraft Zivkovic Marimba Mallets - Lilac Tender General (Cedar),N/A,"The Schlagkraft Zivkovic Marimba Mallet NJZ-3 is ideal for a strong attack in low register, but without distracting overtones. Its head (core) is lighter than at NJZ-1 & 2s, so mallet has excellent rebound and feel, especially keeping in mind that independent (Stevens) grip players hold it with two fingers left hand.

The Zivkovich Series Mallets feature rubber cores wrapped in layers of a synthetic yarn. Schlagkraft hand selects and matches the cedar shafts to create a balanced even pair.

Cedar Handles
Medium Soft",https://www.steveweissmusic.com/products/schlagkraft-zivkovic-marimba-mallet-lilac
Liberty One Scholastic Series Hard Marimba Mallets,N/A,"The Liberty One Scholastic Series Marimba Mallets are available in three different head types for all of your playing situations and are great mallets at a great price!

This version is the LMH Hard Yarn model and works well for loud musical passages, particularly in the middle and upper register of the instrument.

Handles - Birch
Hard Yarn",https://www.steveweissmusic.com/products/liberty-one-marimba-mallets-hard-scholastic
Salyers Earth Tone Rattan Mallets - Medium Hard,N/A,"The Earth Tone Series ET90 medium hard hemp cord mallet works equally well on vibraphone or marimba and will be the work horse of the series. The medium hardness of the head will work in fast passages where articulation is required. The rattan handle will have some flex to it and can be used is such techniques as mallet muting.

The hemp wrap provides a unique articulation that works extremely well on marimba for rags, Mexican marimba music and many other styles. The hemp models are also great for marching ensembles due to their extreme durability and ability to project both tone and attack.

The Salyers Percussion Earth Tone Series drew its inspiration from the warm sounds of natural wood and metallic instruments. The yarn wrapped models feature natural birch mallets, 100% soft wool yarn and round rubber cores that create warm and rich organic tones. The rattan models have oval rubber cores and are wrapped in a super durable hemp cord. The Hemp allows these mallets to have a big fundamental tone and the unmistakable sound of a hemp cord wrap.",https://www.steveweissmusic.com/products/salyers-earth-tone-rattan-mallets-medium-hard
Promark Discovery Series FPY30 Hard Keyboard Mallets,MODEL: FPY30,"The Promark Discovery Series FPY30 Hard Yarn Mallets deliver fast articulation and a comfortable natural feel. When used on Xylophone they offer a full soft tone. 4 layers of a synthetic yarn cover the head while synthetic handles with rubber grips create a mallet with maximum durability.

Length: 12 1/2""
Head Size: 1.2 x 1.38""",https://www.steveweissmusic.com/products/promark-discovery-hard-mallets
Marimba One Ivana Bilic IBR2 Medium Hard Rattan Mallets,N/A,"The Marimba One Ivana Bilic model IBR2 Singing Tenor mallets are an expressive solo singing mallet, with a clear but warm and noble sound. It is ideal as a general mallet, adaptive to individual playing style and wide repertoire.

Ivana Bilic wanted her new mallet line to emphasize the singing characteristic of the marimba, by relating the sound that each mallet makes to human vocal qualities. Her definitions for each mallet combine the ideal playing range for a mallet with the color/timbre of its sound.

These mallets are on Rattan Handles.",https://www.steveweissmusic.com/products/marimba-one-ivana-bilic-ibr2
Innovative Artisan Series - Hard Marimba Mallet - Rattan,MODEL: IP5005R,"The Innovative Artisan Series Hard Marimba Mallet delivers fast articulate tones with a balanced natural feel. This mallet functions as either the soprano or tenor voice in a graduated set.

Hard graduated rubber core
Rattan handle",https://www.steveweissmusic.com/products/innovative-artisan-series-hard-marimba-mallet-rattan
Yamaha Keiko Abe Signature Birch Keyboard Mallets Very Soft (MKAWS7),MODEL: MKAW-S7,"Designed in close collaboration with Keiko Abe, her Signature Series Mallets are designed to draw out the most from both the performer's technique and tone from the instrument in compositions that require exceptional technique. Ideal for advanced players, these MKAS7 mallets are much heavier than regular mallets. This causes the marimba's tone bars to resonate fully creating a sound that has been up until now, difficult to obtain. The round yarn wound heads are heavier than standard mallets, but they are fully capable of delivering delicate expression. Birch handles.",https://www.steveweissmusic.com/products/yamaha-keiko-abe-signature-birch-keyboard-mallets-very-soft-mkaws7
Yamaha Educational Series Medium Soft Marimba Mallets,MODEL: ME-203,"The Yamaha ME203 Medium Soft Marimba Mallets feature Yarn wound core and are ideal for Marimba applications. The Educational Series is designed to deliver a weight and balance the is ideal for students.

Handles - FRP (Fiber Reinforced Plastic)
Length - 15.15""",https://www.steveweissmusic.com/products/yamaha-marimba-mallet-medium-soft
Marimba One Katarzyna Mycka KMR4 Medium Rattan Mallets,N/A,"The Katarzyna Mycka Professional Mallet Series are wrapped very tightly with all synthetic yarn. The combination of synthetic yarn and the tight wrap gives the immediate response of the bar that is required for ensemble and orchestra playing. The heavy weight of these mallets brings out the warmth of the bars by physically putting into motion the fundamental frequency of the bars.

Katarzyna recommends using this medium mallet for such pieces as Keiko Abe's Kazak Lullaby (+ one KMB5); Matthias Schmitt's Corrido; Ney Rosauro's Concerto No. 1 (1st).",https://www.steveweissmusic.com/products/marimba-one-katarzyna-mycka-kmr4
Marimba One Lynn Vartan LVB5 Soft Birch Marimba Mallets,N/A,"The Marimba One Lynn Vartan LVB5 Soft Birch Marimba Mallet features a medium-large head and is medium-heavy weight. Designed for warmth and depth in sound, this mallet supports your bass but still provides you with heightened articulation in a soft mallet. Birch handles.

The Marimba One Lynn Vartan series mallets are ""just right"" for any grip, any piece, any ensemble, or any venue. The incredibly durable and warm-sounding yarns give clarity, articulation and depth. This versatile series covers your needs from the combo vibe/marimba mallets at the hard end of the range down to the super warm and rich soft mallet. You're sure to find your ""just right"" fit in this line to add to your quiver!",https://www.steveweissmusic.com/products/marimba-one-lynn-vartan-lvb5-soft-birch-marimba-mallets
Innovative Eriko Daimo Series Hard Marimba Mallets - Yarn Wrapped,MODEL: ERIKO6,"This Innovative Eriko Daimo Series Marimba Mallet features a tightly wrapped rubber core with a custom blended yarn wrap. This model is intended for precise articulate playing.

Handles - rattan
Hardness- Hard
Length 17""
Yellow tape indicator on handle",https://www.steveweissmusic.com/products/innovative-erik-daimo-hard-yarn
Encore 14LR Latex Wrapped Medium Soft Rattan Mallets,N/A,"Based on the traditional marimba mallets of Mexico and Central America, the Latex Wrapped Series mallets clearly articulate the fundamental pitch of marimba bars. These mallets are offered in five degrees of hardness, and they provide unique color options for marimba as wells as auxiliary percussion. Medium soft, with rattan shafts",https://www.steveweissmusic.com/products/encore-14lr-mallets
Encore 13LR Latex Wrapped Medium Hard Rattan Mallets,N/A,"Based on the traditional marimba mallets of Mexico and Central America, the Latex Wrapped Series mallets clearly articulate the fundamental pitch of marimba bars. These mallets are offered in five degrees of hardness, and they provide unique color options for marimba as wells as auxiliary percussion. Medium hard, with rattan shafts.",https://www.steveweissmusic.com/products/encore-13lr-mallets
Dragonfly Percussion Marimba Mallets Medium Soft with Rattan Handles,MODEL: M2R,"This is the Dragonfly Percussion Medium Soft Rattan Marimba Mallet. Perfect for the lower octaves of a marimba, or the bass mallet in a graduated set, it results in a lot of fundamental and clear attack. The selected rubber core, cloth covering and quality rattan handle make this a very playable mallet.",https://www.steveweissmusic.com/products/dragonfly-percussion-med-soft-marimba-mallets-rattan
Balter Ensemble Series 16B Extra Soft Orange Yarn Mallets - Birch,MODEL: B16B,"The Balter Ensemble Series Birch 16B Extra Soft Orange Yarn is one of the cornerstone of the Mike Balter keyboard mallet line. These single-tone yarn wound mallets feature solid rubber cores that are the ideal weight for general playing. Their proven reliability has made them an industry standard that continues to exceed the needs of the player.

Type: Orange Yarn
Handle: Birch
Hardness: Extra Soft
Use: Marimba",https://www.steveweissmusic.com/products/mike-balter-16b-marimba-mallets
Vic Firth Anders Astrand Blue Series M303 Medium Hard Keyboard Mallets,MODEL: M303,"The Vic Firth Anders Astrand Blue Series M303 Medium Hard Keyboard Mallets perform across the entire range of both vibraphone and marimba delivering clear articulate tones.

The Vic Firth Anders Astrand Blue Series features an increased weight adding depth and projection. The Blue Series performs in solo situations because the weight of the mallet does the work so the performer plays through the parts in a natural relaxed manner.

Head - Cord
Handles - Rattan",https://www.steveweissmusic.com/products/vic-firth-ander-astrand-blue-m303
Salyers Earth Tone Birch Marimba Mallets - Medium Soft,N/A,"The Earth Tone Series ET20 medium soft yarn mallet works great for any legato playing, transcriptions or chorales. The natural birch shafts offer superior control to the performer.

The Salyers Percussion Earth Tone Series drew its inspiration from the warm sounds of natural wood and metallic instruments. The yarn wrapped models feature natural birch mallets, 100% soft wool yarn and round rubber cores that create warm and rich organic tones. The rattan models have oval rubber cores and are wrapped in a super durable hemp cord. The Hemp allows these mallets to have a big fundamental tone and the unmistakable sound of a hemp cord wrap.",https://www.steveweissmusic.com/products/salyers-earth-tone-birch-marimba-mallets-medium-soft
Encore DW2 Doug Walter Medium Rattan Marimba Mallets,N/A,"Encore DW2 Doug Walter Marimba Mallets feature Medium Heads and Rattan Handles. Designed in conjunction with Dr. Douglas Walter, Professor of Percussion for the University of Colorado at Boulder, the DW Series offers percussionists articulation and full timbre on both marimba and vibraphone.

DW1, DW2, and DW3 mallets features soft, nylon-wool yarn for decreased attack on the marimba. DW11, DW12, and DW13 mallets features super strong synthetic cord for increased articulation on vibraphone. All DW mallets can be used interchangeably on marimba and vibraphone.",https://www.steveweissmusic.com/products/encore-doug-walter-dw2-mallets
Marimba One Round Sound Rattan Marimba Mallets - Medium Soft,N/A,"Marimba One Round Sound mallets are the perfect marriage of Marimba One sound quality and the needs of percussionists. The RSR4 is a medium soft mallet, lightweight yet produces a rich and articulate bass sound, with a rattan handle.

Marimba One Round Sound series mallets feature the same Marimba One excellence at a more affordable price. They are a lightweight mallet with warmth and articulation. This is the mallet that works to make you sound great. Double-wound using Marimba One’s exclusive technology.",https://www.steveweissmusic.com/products/marimba-one-round-sound-mallets-medium-soft-rattan
Marimba One Conrado Moya Birch Marimba Mallets - Soft,N/A,"The Marimba One Conrado Moya Soft Birch Mallets deliver a clear fundamental with a very little attack especially in the low range of the instrument. Each mallet features a heavy weighted core with tight tensioned yarn. The Moya mallets they achieve clear articulation with a very warm texture, even with the hardest mallets. Designed specifically played with big orchestras, choirs, and percussion ensembles they are also delicate enough to be used in the most intimate chamber music and solo works.",https://www.steveweissmusic.com/products/marimba-one-conrado-moya-soft
Innovative Artisan Series - Very Hard Marimba Mallet - Cedar,MODEL: IP5006,"The Innovative Artisan Series Very Hard Marimba Mallet functions particularly good on the upper registrars of the instrument. Very hard mallets are perfect for fast articulate passages and when added punch is needed on lower octave notes.

Very hard graduated rubber core
Cedar handles",https://www.steveweissmusic.com/products/innovative-artisan-series-very-hard-marimba-mallet-cedar
Encore NM5R Nanae Mimura Medium Soft Rattan Marimba Mallets,N/A,"Nanae Mimura Series mallets are slightly heavier than NZ Series mallets. They feature rubber disk cores hand wrapped with latex, and are covered by North American wool. Encore's unique hand wrapped latex process enhances the fundamental allowing harder mallets which do not sound harsh, and improves the feel of the mallet's rebound. The yarn is all natural wool which is not chemically processed and therefore particularly soft and durable. (Our yarn is purchased from the sheep farm that harvests the wool - the yarn is so natural that you may occasionally see a small piece of hay from a mallet head!) The softness of their yarn combined with the hardness and clarity of their latex-wrapped disk cores make NM Series mallets two-toned and very versatile. Medium soft, with rattan shafts.",https://www.steveweissmusic.com/products/encore-nanae-mimura-nm5r-mallets
